AlbumID_Original,AlbumName,AlbumType,AlbumReleaseDate
ALB755742,LUCIFERO,single,2024-09-13
ALB546632,432 Blessing Time,album,2016-08-02
ALB749555,ORION,album,2019-04-19
ALB153665,Giuramenti,album,2022-05-06
ALB469274,In Piazza,single,2020-06-17
ALB500203,Luce in strada,single,2017-05-05
ALB320321,Gangsta Grillz: Mvrda Gvng,album,2023-05-19
ALB950357,Maha Shivaratri 2021: Sai Young Adults Open,album,2021-03-11
ALB671761,Pull Up,single,2024-09-11
ALB650379,Balances & Options,album,2000
ALB442211,Soundboy,album,2011-09-20
ALB932247,Eterno (En Vivo),album,2025-02-01
ALB306730,Galassie,single,2024-05-17
ALB328534,Rap de Shiva,single,2021-06-13
ALB189667,Penna Capitale,album,2006-03-15
ALB578964,Ogni maledetto giorno (Deluxe Edition),album,2017-09-01
ALB702449,Mafia Slime 2,album,2025-01-17
ALB754539,Tetsuo & Youth,album,2015-01-20
ALB904970,Creature 3D,compilation,2014-08-16
ALB747499,Fade Away,single,2014-08-30
ALB931753,Northside Dep,album,2022-07-12
ALB723234,Prima di partire,album,2003-05-23
ALB500473,"Anno Fantastico (feat. Shiva, Tony Boy)",single,2025-03-21
ALB606219,PALABREO DEL FUTURO,album,2024-08-23
ALB339717,Suit Kale Me,album,2019-07-25
ALB478795,Guai,single,2019-03-28
ALB925713,Nessuno,album,1998-05-07
ALB933808,Seven,single,2018-02-19
ALB702445,Unpodi (Remix),single,2016-04-27
ALB416665,Banditi,single,2018-03-14
ALB407931,Mozart Nella Giungla,album,2016-02-17
ALB845380,La dolce vita,album,2014-05-30
ALB785540,Il Ragazzo D'Oro,album,2011-01-01
ALB550809,Funambola,album,2007
ALB237449,Nato nell'acqua,album,2012-02-17
ALB215032,SIRIO,album,2022-04-07
ALB433747,Zoe,single,2016-11-21
ALB912659,Il cacciatore di draghi,single,2013-09-10
ALB327689,OBE,album,2021-06-17
ALB875775,70 x 70,compilation,2010-01-01
ALB925121,Nevada,album,2020-02-28
ALB883083,Diamanti,single,2017-06-07
ALB845149,Napoli,single,2018-06-02
ALB751825,SERENATA,single,2025-05-30
ALB571112,Piccola tigre,single,2018-08-03
ALB330891,Segnali di fumo,album,2017-05-03
ALB768719,Miami,single,2017-12-15
ALB913875,Titoli di coda:,single,2022-11-11
ALB800718,ASPETTANDO LA BELLA VITA,album,2023-07-20
ALB971328,Bottiglie Vuote (feat. Max Pezzali),single,2025-04-11
ALB816767,Il piccolo principe,album,2012-09-01
ALB985502,Vado al mare,single,2024-02-14
ALB286346,Xmatteo,single,2025-03-28
ALB662485,Quando la canzone finisce spara!,single,2018-11-05
ALB818625,Porno,single,2019-03-27
ALB953047,BLACK,single,2024-11-15
ALB395672,CANADA,single,2025-04-15
ALB958526,Metamorfosi,album,2021-03-05
ALB329472,IO NON HO PAURA,album,2023-05-04
ALB582602,Nostalgia istantanea,album,2012-06-12
ALB499961,Sfera Ebbasta,album,2016-09-09
ALB785229,Algebra,single,2018-12-30
ALB455709,a me mi piace (feat. Manu Chao),single,2025-05-09
ALB658574,Giovani per sempre,album,2019-02-08
ALB205168,Freddo,single,2018-02-09
ALB256541,ALICE,single,2023-11-24
ALB608792,Patlamaya Devam,single,2020-10-02
ALB350725,CRIMI,album,2022-05-17
ALB902819,SANTANA MONEY GANG,album,2025-04-10
ALB765909,"Crookers mixtape: Quello dopo, quello prima",album,2018-02-23
ALB381979,MILLENNIUM BUG,album,2020-06-11
ALB147432,Lethal Injection,album,1993-12-07
ALB334073,Legend,album,2021-12-21
ALB450991,TUTTA VITA,album,2024-10-25
ALB476823,Cresciuto Tra i Lupi,single,2021-05-18
ALB711982,Piegature,single,2019-06-27
ALB247594,Love Sex American Express,single,2018-06-02
ALB344092,TOCCA IL CIELO,album,2025-04-03
ALB662202,Eden1,single,2018-09-21
ALB951282,Belli E Dannati,single,2018-01-22
ALB181485,Larepubblica,single,2020-11-10
ALB117629,Rimsky-Korsakov: Scheherezade,album,1999-02-01
ALB413409,Players Club '25,single,2025-04-15
ALB392942,KG,album,2025-05-29
ALB605935,Veleno 8,single,2019-09-27
ALB133785,Da Qui in Poi Ci Sono I Draghi,single,2023-04-21
ALB301044,Nelle teste degli altri,album,2023-03-30
ALB565092,Maschio,single,2025-05-08
ALB376547,Going Hard 2,album,2021-09-02
ALB356854,Tutti i Nomi del Diavolo,album,2024-11-01
ALB517390,La Canzone Di Arianna,single,2019-12-08
ALB945570,Mercurio,album,2013-10-22
ALB931949,Il mio lato peggiore,album,2025-05-16
ALB552346,No Rmx,single,2021-06-19
ALB135078,A LORENZZA,album,2024-11-13
ALB243007,Volevo essere un duro,album,2025-03-20
ALB490424,Poesie per gli zarri,single,2020-04-10
ALB166320,Fou,single,2016-12-16
ALB652676,Hsl,album,2004-06-10
ALB188618,Rent förbannat,album,2012-10-01
ALB328543,Mafia Slime 2,album,2025-01-17
ALB858707,Pesadilla Antes De Navidad (Banda Sonora Original),compilation,1993-01-01
ALB310701,Maradona,single,2013-05-03
ALB269377,Playlist,album,2018-11-09
ALB843237,DIO LO SA - ATTO II,album,2024-11-22
ALB953603,LiL Ape with Friend's Mix Tape,album,2023-11-04
ALB570705,Atlantide,single,2024-11-01
ALB800530,The North Atlantic Jazz Connection,album,2012-07-20
ALB981106,È FINITA LA PACE,album,2024-12-13
ALB388727,1995,single,2024-06-21
ALB411247,Estaba Escrito,album,2010-04-06
ALB882271,Morandi,single,2025-01-31
ALB353104,Nisida,single,2016-09-13
ALB634085,No More Baby,single,2023-01-13
ALB861917,Oceania (Colonna Sonora Originale),compilation,2016-12-16
ALB778508,Sub Zero,single,2018-02-28
ALB643811,Tropicana,single,2018-12-02
ALB906425,12 Lunas,album,2025-06-01
ALB642891,RAP ITALIANO 2010-2020 HITS Vol.1,compilation,2022-10-11
ALB525610,TAXI DRIVER,album,2021-11-30
ALB206394,Skonnessi Unplugged 1977-2006,compilation,2007-03-13
ALB363659,Regardez moi,album,2017-11-24
ALB940061,Mowgli,album,2018-03-02
ALB732178,Moment Of Truth,album,1998-03-31
ALB290106,L'albero delle noci,single,2025-02-12
ALB722283,Gratta & Vinci,single,2016-07-13
ALB101585,Jump,single,2024-03-29
ALB820244,Altri Angeli,single,2024-04-19
ALB233441,BIANCA (feat. Kid Yugi),single,2025-01-24
ALB219722,Romanzo Twitter,single,2019-12-15
ALB771435,Volo,single,2019-02-27
ALB433280,METALLO E CARNE,album,2025-05-02
ALB640482,"Anno Fantastico (feat. Shiva, Tony Boy)",single,2025-03-21
ALB221344,SWAGTATO,single,2024-09-20
ALB562095,El carnevaal de Schignan (De Best version),single,2024-10-16
ALB609547,Ladro di Te,single,2023-09-15
ALB293839,Nostalgia della luce,single,2017-10-09
ALB113754,Poverty's Paradise (25th Anniversary - Remastered),album,1995
ALB201622,AstroBoy,single,2023-07-28
ALB964882,Zebneda,single,2023-10-27
ALB775404,Classe 73,album,2003-01-01
ALB513951,Panda,single,2024-01-19
ALB993396,Sex & Aliens,album,2022-12-21
ALB512385,ASTRO,album,2024-10-04
ALB993839,DJ Fede presenta: Torino Roma andata e ritorno,album,2017-05-05
ALB329599,Dream for sunset,album,2024-12-01
ALB410372,Allenamento #2,single,2017-03-13
ALB276907,Roby Esce A Maggio,single,2024-01-12
ALB437567,'Más allá de la Luna' (música de la película de Netflix),compilation,2020-10-23
ALB847436,Body (Remix) [feat. Capo Plaza & Rondodasosa],single,2021-05-04
ALB662951,Madneda,single,2018-10-12
ALB561886,Tekila,single,2019-04-27
ALB823026,Dentro Alla Scatola (Mondo Marcio Vs Finley),single,2006-01-01
ALB317307,Mondo Marcio (2022 Remastered),album,2004-05-01
ALB771440,La Freschezza Del Marcio,album,2016-03-11
ALB441104,Solo Un Uomo,album,2006-01-01
ALB362957,Generazione X,album,2007-01-01
ALB145056,UOMO!,album,2019-03-08
ALB863079,Cose dell'altro Mondo Marcio (Special Edition),album,2013-06-25
ALB749023,Fuori di qua! (Stories) [2022 Remastered],album,2004-11-01
ALB417702,My Beautiful Bloody Break Up - Full Circle,album,2021-04-09
ALB403945,Cose dell'Altro Mondo,album,2012-10-02
ALB381018,Adderall Pack,single,2020-05-22
ALB604617,Nella Bocca Della Tigre,album,2014-01-01
ALB220586,TUTTA VITA,album,2024-10-25
ALB949198,Animale in gabbia,album,2010-01-29
ALB212806,In cosa credi,album,2008-07-11
ALB629684,Magico (RMX),single,2023-10-31
ALB275424,OH GOD,single,2019-11-22
ALB467206,CREDO,album,2025-04-25
ALB705347,What Do You Think About the Car?,album,2017-04-13
ALB567134,Città del Fumo PT.2 (feat. Vale Pain),single,2024-10-18
ALB260055,Che Aria Tira (Album),album,2013-03-26
ALB108360,MI Fist (2004 Remaster),album,2003-01-03
ALB252638,Magico,album,2022-10-07
ALB229778,Kerosene (feat. Tokyo),single,2024-11-29
ALB355346,Fuori di qua! (2022 Remastered),album,2004-11-01
ALB507464,Vieni a prenderci,single,2013-11-12
ALB448308,Parole,album,2004-01-01
ALB528867,Going Hard 2,album,2021-09-02
ALB882702,Milano Angels,album,2024-09-06
ALB123709,Il mondo nuovo,album,2005
ALB799939,"Detto, Fatto.",album,2012-11-30
ALB246737,Gotham,single,2015-07-14
ALB463447,VETRI NERI,single,2023-05-19
ALB788819,"Latin Passion 1: Cumbias, Merengues y Paseitos",compilation,2014-10-28
ALB648076,Marracash - 10 Anni Dopo (Inediti e Rarità),album,2018-06-22
ALB486544,Musica da Serial Killer,album,2011-01-25
ALB394248,È FINITA LA PACE,album,2024-12-13
ALB275498,"Machete Mixtape, Vol. 3",compilation,2014-09-23
ALB475635,NUOVO MEDIOEGO,album,2021-11-12
ALB539966,"Street Collection, Vol. 2 (2008 Remastered)",compilation,2019-10-25
ALB745778,Hip Hop Street Party Vol. 2,compilation,2009-01-01
ALB148118,Orange County California,album,2017-01-13
ALB682741,Bella Lucio,compilation,2015-09-25
ALB266807,"Street Collection, Vol. 1 (2019 Remastered)",compilation,2019-09-27
ALB649079,SANTANA MONEY GANG,album,2025-04-10
ALB364182,My Time,single,2024-02-16
ALB244776,DJ Fede Presenta Tutti Dentro... Di Nuovo,album,2013-05-28
ALB873900,3OK,album,2024-08-16
ALB815709,Chimera,single,2024-02-16
ALB927657,Pronta Consegna,single,2024-07-12
ALB260552,RANCH,album,2025-05-09
ALB790656,Thank Bax it's Friday,single,2017-10-06
ALB445662,Il nirvana,album,2014-09-23
ALB227607,L'Ultimo Testimone,album,2004-01-01
ALB623184,GIFTED,album,2023-11-10
ALB661880,Verso Libertalia,album,2021-05-28
ALB967242,Il mio lato peggiore,album,2025-05-16
ALB779075,Cieli Paralleli,single,2022-05-20
ALB480632,Leviatano,single,2025-01-10
ALB232665,Going Hard 3,album,2024-12-06
ALB425466,MURAGLIA,album,2021-02-07
ALB398739,Uebe,album,2019-09-13
ALB642780,Clownstrofobia,album,2016-01-15
ALB512296,Hanglover,album,2017-09-15
ALB694314,Lettera al Successo,album,2014-06-10
ALB566387,BoyFred,album,2015-10-02
ALB652903,PLC tape 1,single,2022-04-22
ALB594859,SEXY RAVE (feat. Baby Gang),single,2025-04-11
ALB413159,Unico,album,2021-07-02
ALB244406,MMH (feat. Rose Villain),single,2024-10-18
ALB392160,Cd Dos Meninos,album,2019-05-21
ALB863211,BARRIO LAMBADA,single,2025-05-23
ALB201081,IL CIELO NON CI VUOLE,single,2024-02-07
ALB633735,Extasi,single,2022-06-17
ALB933082,NOTTE CATTIVA,single,2024-06-07
ALB841306,ROMANCE,single,2022-04-01
ALB803464,PASSIONE,single,2024-07-19
ALB265636,MELODIA CRIMINAL,single,2023-07-07
ALB662150,F.D.P.,album,2012-10-17
ALB753486,Adrenalina,single,2023-03-31
ALB630403,Tik Tok trends 2024,compilation,2024-08-03
ALB197030,Maliciosa (From the Netflix Rap Show “Nuova Scena”),single,2024-02-27
ALB827434,DI CAPRIO (feat. Niky Savage),single,2024-09-13
ALB618541,Sig. Brainwash - L'arte di accontentare,album,2013-03-05
ALB886849,Il mio lato peggiore,album,2025-05-16
ALB769609,SEXY SHOP,single,2024-05-31
ALB607584,Che cazzo ridi (feat. Tedua & Trippie Redd),single,2019-01-04
ALB792340,Paranoia Airlines,album,2019-01-25
ALB437905,DISUMANO,album,2021-11-26
ALB135059,The Globe,album,2022-11-03
ALB691734,ALLUCINAZIONE COLLETTIVA,single,2024-09-21
ALB269413,MILLE – feat. Orietta Berti,single,2021-06-11
ALB110952,PROBLEMI CON TUTTI (GIUDA),single,2020-05-15
ALB603271,BATTITO,single,2025-02-12
ALB309083,BIMBI PER STRADA (CHILDREN),single,2020-06-11
ALB563808,LA DOLCE VITA,single,2022-06-03
ALB793639,Penisola che non c'è,album,2013-06-18
ALB536810,MEGLIO DEL CINEMA,single,2021-09-24
ALB243651,Pop-hoolista,album,2014-10-14
ALB193642,Pop-Hoolista Cosodipinto Edition,album,2015-10-09
ALB611173,Vivere Aiuta A Non Morire,album,2013-01-01
ALB587316,BELLA STRONZA,single,2025-02-15
ALB753057,DISCO PARADISE,single,2023-05-25
ALB951850,Before I Forget,album,2012-10-26
ALB873186,Diecimila lire,album,2016-03-15
ALB126219,Il mio primo disco da venduto,album,2013-06-18
ALB500770,VIOLA – with Salmo,single,2022-10-14
ALB870951,SCELTE STUPIDE,single,2025-05-02
ALB181668,Copia Copia Copia,single,2024-12-13
ALB723894,ROSALÍA,single,2024-05-29
ALB939402,CRISI DI STATO,single,2022-12-09
ALB112372,Comunisti col Rolex,album,2017-01-20
ALB766474,Il diavolo non esiste,single,2014-03-07
ALB128677,CAZZOMINOMINI,single,2023-07-06
ALB247396,"Watch Me (Whip, Nae Nae, Yeet) - Single",single,2015-03-06
ALB156918,Justin (Deluxe Version),album,2016-04-15
ALB961796,Sig. Brainwash - L'arte di accontentare Diamond Edition,album,2013-11-25
ALB275480,Comunisti col Rolex (Multiplatinum Edition),album,2017-11-24
ALB529626,Piangere a 90,single,2025-05-08
ALB911645,Keta Music - Volume 2,album,2015-06-18
ALB346288,Non cantiamo mika,album,2015-06-01
ALB482234,Squallor,album,2015-04-07
ALB841468,Carte Blanche,album,2019-07-25
ALB622966,Cattive Compagnie,album,2019-12-24
ALB693505,Lucio Dalla,album,1979
ALB231044,IO NON HO PAURA,album,2023-05-04
ALB112826,Sottosegretari alla presidenza della Repubblica del True Metal,single,2018-05-21
ALB622390,Walkin' Bank Roll,album,2007-10-30
ALB741564,Ho Fatto Tardi,album,2020-07-03
ALB250038,Ordinary,single,2025-02-07
ALB660038,The Real,album,2021-05-25
ALB466541,Show Me Love,single,2025-02-07
ALB872319,Vangelo II Luka,album,2021-01-14
ALB512489,HO LA HIT (feat. Massimo Pericolo),single,2022-04-07
ALB468199,Hot Fuss,album,2004
ALB865423,"Sogna, Ragazzo, Sogna",single,2024-03-06
ALB210713,SANTANA MONEY GANG,album,2025-04-10
ALB361102,LA BELLAVITA,album,2025-03-28
ALB624993,Caos,album,2022-03-18
ALB649440,Punk,album,2018-11-30
ALB324472,I Nomi del Diavolo,album,2024-03-01
ALB442083,Esse Erre (SR),single,2021-06-10
ALB288492,Sfera Ebbasta,album,2016-09-09
ALB496659,SIRIO,album,2022-04-07
ALB706185,Persona,album,2019-10-31
ALB342728,"NOI, LORO, GLI ALTRI",album,2021-11-19
ALB667084,Santeria,album,2016-06-24
ALB100713,Status,album,2015-02-10
ALB805518,È FINITA LA PACE,album,2024-12-13
ALB811888,Santeria (Voodoo Edition),album,2016-12-02
ALB302645,"Status (Inediti, Rarità & Live)",album,2016-01-22
ALB920529,"Red Bull 64 Bars, The Album",compilation,2021-05-27
ALB288289,King Del Rap,album,2011-01-01
ALB600839,Marracash - 10 Anni Dopo (Inediti e Rarità),album,2018-06-22
ALB133298,Roccia Music 2,album,2011-10-01
ALB490193,Marracash,album,2008-01-01
ALB412275,Fino A Qui Tutto Bene,album,2010-01-01
ALB246306,"NOI, LORO, GLI ALTRI (Deluxe)",album,2022-12-09
ALB826897,64 BARRE IN FACCIA (Red Bull 64 Bars),single,2024-09-05
ALB110628,LA BANALITÀ DEL MALE (End credit song “Qui non è Hollywood”),single,2024-11-06
ALB460927,SANTANA MONEY GANG,album,2025-04-10
ALB953295,La Tipa Del Tipo,single,2013-01-01
ALB396952,Hagakure,compilation,2008-08-18
ALB358000,Monument,album,2018-12-07
ALB867377,L'Angelo del Male,album,2024-04-26
ALB382127,Fastlife 4,album,2021-04-08
ALB503262,Achille Idol Immortale,album,2014-12-17
ALB937776,"Machete Mixtape, Vol. 3",compilation,2014-09-23
ALB248347,Che Ne Sanno I 2000 (feat. Danti),single,2016-07-01
